"","ESPECIES","INSTITUCIÓN","AÑO","AUTOR","TÍTULO"
"3562","Neobartsia peruviana","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO  SNIP Nº 46073  “Desarrollo de capacidades para la conservación de flora y fauna amenazada en la Región Tacna""",2009,"Norma Vidalón Ledesma, Hipólita Paniagua; Javier Ignacio; Liseth Silva; Iván Tárraga","EVALUACIÓN POBLACIONAL Azorella compacta  (Yareta), EN LA ZONA  ALTO ANDINA DE LA REGIÓN TACNA"
"3563","Neobartsia peruviana","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3564","Orobanche tacnaensis","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3565","Orobanche tacnaensis","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3566","Orobanche tacnaensis","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3567","Oxalis corniculata","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3568","Oxalis corniculata","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3569","Oxalis corniculata","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3570","Oxalis dombeyi","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3571","Oxalis dombeyi","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3572","Oxalis dombeyi","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3573","Oxalis lomana","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3574","Oxalis lomana","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3575","Oxalis lomana","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3576","Oxalis megalorrhiza","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3577","Oxalis megalorrhiza","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3578","Oxalis megalorrhiza","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3579","Oxalis pes-caprae","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3580","Oxalis pes-caprae","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3581","Oxalis pes-caprae","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3582","Argemone mexicana","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3583","Argemone mexicana","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP Nº 46073  “Desarrollo de capacidades para la conservación de flora y fauna amenazada en la Región Tacna""",2009,"Hipólita Paniagua, Javier Ignacio,  Lisseth Silva","EVALUACIÓN POBLACIONAL DE Caesalpinia spinosa (Molina) Kuntze EN LAS LOMAS DE TACAHUAY"
"3584","Argemone mexicana","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP Nº 46073  “Desarrollo de capacidades para la conservación de flora y fauna amenazada en la Región Tacna""",2009,"Hipólita Paniagua, Javier Ignacio y Lisseth Silva","EVALUACIÓN DE Carica candicans y Weberbaurella brongniartioides DEL ECOSISTEMA LOMAS DEL DESIERTO COSTERO DE LA REGIÓN TACNA"
"3585","Argemone mexicana","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3586","Argemone mexicana","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3587","Argemone subfusiformis","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3588","Argemone subfusiformis","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.  PROYECTO SNIP Nº 46073 “Desarrollo de capacidades para la conservación de flora y fauna amenazada en la Región Tacna""",2009,"Norma Viladón Ledesma, Hipólita Paniagua; Lisseth Silva","EVALUACIÓN POBLACIONAL DE LA FLORA AMENAZADA (Acacia macracantha, A. huarango, Prosopis pallida, P. chilensis y Geoffroea decorticans) EN LOS VALLES COSTEROS DE LA REGIÓN TACNA."
"3589","Argemone subfusiformis","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"3590","Argemone subfusiformis","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3591","Argemone subfusiformis","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3592","Eschscholzia californica","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3593","Eschscholzia californica","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3594","Eschscholzia californica","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3595","Fumaria capreolata","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3596","Fumaria capreolata","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3597","Fumaria capreolata","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3598","Malesherbia angustisecta","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3599","Malesherbia angustisecta","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3600","Malesherbia angustisecta","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3601","Malesherbia ardens","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3602","Malesherbia ardens","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3603","Malesherbia arequipensis","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3604","Malesherbia arequipensis","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3605","Malesherbia arequipensis","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"3606","Malesherbia turbinea","Universidad Nacional Jorge Basadre Grohmann - Facultad de Ciencias - Escuela de Biología Microbiología",2004,"Cesar Nicolás Cáceres Musaja.","TAXONOMIA Y USOS TRADICIONALES DE LAS PLANTAS MEDICINALES DE LA PROVINCIA DE CANDARAVE – TACNA"
"3607","Malesherbia turbinea","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3608","Passiflora caerulea","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3609","Passiflora caerulea","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3610","Passiflora caerulea","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3611","Passiflora foetida","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"3612","Passiflora subulata","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3613","Passiflora subulata","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3614","Passiflora subulata","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3615","Passiflora mollissima","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3616","Passiflora mollissima","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"3617","Passiflora mollissima","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"3618","Passiflora mollissima","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"3619","Erythranthe glabrata","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"3620","Erythranthe glabrata","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
